sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac,src_file
d0706450-3f9,6,14,4,2,1,assistant,asst_gen,0.001895753178532333,0.14028573521139265,74,330,0.14028573523321763,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,5,1,0,user,user_msg,0.0011687584260136968,0.03973778648446569,34,330,0.0397377864906479,stress_baseline_1x10_task10_1st
d0706450-3f9,6,14,6,0,0,assistant,asst_gen,0.007401493993056112,0.5033015915278156,68,330,0.5033015916061169,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,0,8,4,assistant,asst_greeting,0.0081406444697273,0.0732658002275457,9,384,0.07326580006321542,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,1,7,3,user,user_msg,0.0006762479766250276,0.0513948462235021,76,384,0.05139484610822691,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,2,6,3,assistant,asst_gen,0.001741149120036033,0.08879860512183768,51,384,0.08879860492266836,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,3,5,2,user,user_msg,0.0007426104019919598,0.013366987235855277,18,384,0.013366987205874021,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,4,4,2,assistant,asst_gen,0.0016858195184568103,0.12475064436580396,74,384,0.12475064408599663,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,5,3,1,user,user_msg,0.0014221591964121002,0.04835341267801141,34,384,0.04835341256955795,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,6,2,1,assistant,asst_gen,0.003395431217516803,0.2308893227911426,68,384,0.23088932227327333,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,7,1,0,user,user_msg,0.0027132131023992973,0.04883783584318735,18,384,0.04883783573364736,stress_baseline_1x10_task10_1st
d0706450-3f9,8,14,8,0,0,assistant,asst_gen,0.008898404104306855,0.3203425477550468,36,384,0.3203425470365399,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,0,10,5,assistant,asst_greeting,0.01047250634625622,0.09425255711630598,9,696,0.09425255693732154,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,1,9,4,user,user_msg,0.0012825429687194998,0.09747326562268199,76,696,0.09747326543758146,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,2,8,4,assistant,asst_gen,0.0021521230706621638,0.10975827660377035,51,696,0.10975827639534075,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,3,7,3,user,user_msg,0.0008501277177654427,0.015302298919777968,18,696,0.015302298890719091,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,4,6,3,assistant,asst_gen,0.0008671074619194222,0.06416595218203724,74,696,0.0641659520601869,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,5,5,2,user,user_msg,0.0005040261346259874,0.01713688857728357,34,696,0.01713688854474083,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,6,4,2,assistant,asst_gen,0.001300261536218356,0.0884177844628482,68,696,0.08841778429494393,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,7,3,1,user,user_msg,0.000539558945661156,0.009712061021900809,18,696,0.009712061003457725,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,8,2,1,assistant,asst_gen,0.0015921596899867534,0.05731774883952312,36,696,0.05731774873067742,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,9,1,0,user,user_msg,0.0006592630087531103,0.030985361411396184,47,696,0.030985361352555366,stress_baseline_1x10_task10_1st
d0706450-3f9,10,14,10,0,0,assistant,asst_gen,0.0015678407816621211,0.4154778071404621,265,696,0.4154778063514749,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,0,12,6,assistant,asst_greeting,0.010183044506245804,0.09164740055621223,9,1022,0.0916474010549853,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,1,11,5,user,user_msg,0.0012809181908551555,0.09734978250499182,76,1022,0.09734978303479898,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,2,10,5,assistant,asst_gen,0.0017146347558322946,0.08744637254744703,51,1022,0.08744637302335681,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,3,9,4,user,user_msg,0.0005571576344765264,0.010028837420577474,18,1022,0.010028837475157463,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,4,8,4,assistant,asst_gen,0.00041812447626477856,0.030941211243593614,74,1022,0.03094121141198511,stress_baseline_1x10_task10_1st
d0706450-3f9,12,14,5,7,3,user,user_msg,0.00037652140075211346,0.012801727625571857,34,1022,0.012801727695242758,stress_baseline_1x10_task10_1st
